State,Year,Quarter,District,Count,Amount
arunachal-pradesh,2018,2,namsai district,3230,62.72
arunachal-pradesh,2018,3,lower dibang valley district,2824,60.75
arunachal-pradesh,2018,3,lower subansiri district,2346,51.54
arunachal-pradesh,2018,3,longding district,5288,183.27
arunachal-pradesh,2018,3,west siang district,3337,129.66
arunachal-pradesh,2018,3,kamle district,93,0.31
arunachal-pradesh,2018,3,upper siang district,250,7.44
arunachal-pradesh,2018,3,tirap district,3322,74.79
arunachal-pradesh,2018,3,papum pare district,43282,1010.8
arunachal-pradesh,2018,3,kurung kumey district,255,3.03
arunachal-pradesh,2018,3,anjaw district,13,0.95
arunachal-pradesh,2018,3,siang district,615,21.42
arunachal-pradesh,2018,3,lower siang district,2625,30.46
arunachal-pradesh,2018,3,kra daadi district,436,16.07
arunachal-pradesh,2018,3,changlang district,10162,204.94
arunachal-pradesh,2018,3,pakke kessang district,165,3.05
arunachal-pradesh,2018,3,dibang valley district,29,1.96
arunachal-pradesh,2018,3,west kameng district,17026,485.28
arunachal-pradesh,2018,3,east siang district,10539,248.85
arunachal-pradesh,2018,3,upper subansiri district,1601,42.23
arunachal-pradesh,2018,3,east kameng district,1029,31.33
arunachal-pradesh,2018,3,lohit district,11595,327.02
arunachal-pradesh,2018,3,lepa rada district,523,17.78
arunachal-pradesh,2018,3,tawang district,8715,257.34
arunachal-pradesh,2018,3,namsai district,5076,106.98
arunachal-pradesh,2018,4,lower dibang valley district,4227,109.51
arunachal-pradesh,2018,4,lower subansiri district,3735,88.85
arunachal-pradesh,2018,4,longding district,6581,225.45
arunachal-pradesh,2018,4,west siang district,3813,140.14
arunachal-pradesh,2018,4,kamle district,247,3.61
arunachal-pradesh,2018,4,upper siang district,1041,21.57
arunachal-pradesh,2018,4,tirap district,5725,108.12
arunachal-pradesh,2018,4,papum pare district,55224,1548.75
arunachal-pradesh,2018,4,kurung kumey district,444,7.6
arunachal-pradesh,2018,4,anjaw district,273,4.96
arunachal-pradesh,2018,4,siang district,822,21.77
arunachal-pradesh,2018,4,lower siang district,2883,45.33
arunachal-pradesh,2018,4,kra daadi district,750,32.54
arunachal-pradesh,2018,4,changlang district,13950,323.43
arunachal-pradesh,2018,4,pakke kessang district,297,4.62
arunachal-pradesh,2018,4,dibang valley district,40,0.97
arunachal-pradesh,2018,4,west kameng district,25439,891.95
arunachal-pradesh,2018,4,shi yomi district,61,0.42
arunachal-pradesh,2018,4,east siang district,12893,342.72
arunachal-pradesh,2018,4,upper subansiri district,2686,87.71
arunachal-pradesh,2018,4,east kameng district,1750,59.37
arunachal-pradesh,2018,4,lohit district,14268,405.11
arunachal-pradesh,2018,4,lepa rada district,932,30.24
arunachal-pradesh,2018,4,tawang district,11104,359.22
arunachal-pradesh,2018,4,namsai district,7244,176.44
arunachal-pradesh,2019,1,lower dibang valley district,6314,137.39
arunachal-pradesh,2019,1,lower subansiri district,4994,126.15
arunachal-pradesh,2019,1,longding district,7287,253.49
arunachal-pradesh,2019,1,west siang district,5921,194.27
arunachal-pradesh,2019,1,kamle district,391,7.26
arunachal-pradesh,2019,1,upper siang district,1154,27.57
arunachal-pradesh,2019,1,tirap district,6877,140.76
arunachal-pradesh,2019,1,papum pare district,70941,1885.57
arunachal-pradesh,2019,1,kurung kumey district,740,20.77
arunachal-pradesh,2019,1,anjaw district,2116,46.43
arunachal-pradesh,2019,1,siang district,1282,25.53
arunachal-pradesh,2019,1,lower siang district,3565,69.23
arunachal-pradesh,2019,1,kra daadi district,1070,37.97
arunachal-pradesh,2019,1,changlang district,17589,402.39
arunachal-pradesh,2019,1,pakke kessang district,545,16.83
arunachal-pradesh,2019,1,dibang valley district,102,3.02
arunachal-pradesh,2019,1,west kameng district,34289,1013.34
arunachal-pradesh,2019,1,shi yomi district,19,2.13
arunachal-pradesh,2019,1,east siang district,15621,392.84
arunachal-pradesh,2019,1,upper subansiri district,3880,141.05
arunachal-pradesh,2019,1,east kameng district,2688,91.08
arunachal-pradesh,2019,1,lohit district,15896,428.35
arunachal-pradesh,2019,1,lepa rada district,1523,40.55
arunachal-pradesh,2019,1,tawang district,13102,394.9
arunachal-pradesh,2019,1,namsai district,8600,200.66
arunachal-pradesh,2019,2,lower dibang valley district,5819,137.37
arunachal-pradesh,2019,2,lower subansiri district,5579,147.47
arunachal-pradesh,2019,2,longding district,6744,234.64
arunachal-pradesh,2019,2,west siang district,8041,245.5
arunachal-pradesh,2019,2,kamle district,414,11.37
arunachal-pradesh,2019,2,upper siang district,1079,39.94
arunachal-pradesh,2019,2,tirap district,6868,186.34
arunachal-pradesh,2019,2,papum pare district,86433,2466.41
arunachal-pradesh,2019,2,kurung kumey district,1427,40.37
arunachal-pradesh,2019,2,anjaw district,2473,52.21
arunachal-pradesh,2019,2,siang district,1654,53.73
arunachal-pradesh,2019,2,lower siang district,3791,70.76
arunachal-pradesh,2019,2,kra daadi district,1447,43.15
arunachal-pradesh,2019,2,changlang district,18631,488.91
arunachal-pradesh,2019,2,pakke kessang district,687,17.5
arunachal-pradesh,2019,2,dibang valley district,98,2.15
arunachal-pradesh,2019,2,west kameng district,37430,1225.21
arunachal-pradesh,2019,2,shi yomi district,13,0.65
arunachal-pradesh,2019,2,east siang district,16494,465.5
arunachal-pradesh,2019,2,upper subansiri district,4827,183.96
arunachal-pradesh,2019,2,east kameng district,2309,89.96
arunachal-pradesh,2019,2,lohit district,18693,488.94
arunachal-pradesh,2019,2,lepa rada district,2108,50.46
arunachal-pradesh,2019,2,tawang district,15960,559.16
arunachal-pradesh,2019,2,namsai district,9637,224.91
arunachal-pradesh,2019,3,lower dibang valley district,8405,151.78
arunachal-pradesh,2019,3,lower subansiri district,8828,210.6
arunachal-pradesh,2019,3,longding district,10269,266.2
arunachal-pradesh,2019,3,west siang district,11889,300.15
arunachal-pradesh,2019,3,kamle district,677,9.69
arunachal-pradesh,2019,3,upper siang district,1419,39.27
arunachal-pradesh,2019,3,tirap district,11249,217.38
arunachal-pradesh,2019,3,papum pare district,117940,3015.18
arunachal-pradesh,2019,3,kurung kumey district,1579,36.75
arunachal-pradesh,2019,3,anjaw district,4230,96.65
arunachal-pradesh,2019,3,siang district,2640,68.89
arunachal-pradesh,2019,3,lower siang district,5348,95.08
arunachal-pradesh,2019,3,kra daadi district,2187,55.21
arunachal-pradesh,2019,3,changlang district,29218,583.55
arunachal-pradesh,2019,3,pakke kessang district,977,21.46
arunachal-pradesh,2019,3,dibang valley district,202,6.76
arunachal-pradesh,2019,3,west kameng district,53939,1471.86
arunachal-pradesh,2019,3,shi yomi district,27,0.3
arunachal-pradesh,2019,3,east siang district,22611,580.4
arunachal-pradesh,2019,3,upper subansiri district,7803,221.0
arunachal-pradesh,2019,3,east kameng district,3814,106.31
arunachal-pradesh,2019,3,lohit district,24505,545.39
arunachal-pradesh,2019,3,lepa rada district,2928,49.3
arunachal-pradesh,2019,3,tawang district,24097,722.21
arunachal-pradesh,2019,3,namsai district,13453,255.08
arunachal-pradesh,2019,4,lower dibang valley district,10376,211.03
arunachal-pradesh,2019,4,lower subansiri district,11806,296.34
arunachal-pradesh,2019,4,longding district,11018,292.45
arunachal-pradesh,2019,4,west siang district,14581,394.6
arunachal-pradesh,2019,4,kamle district,999,16.21
arunachal-pradesh,2019,4,upper siang district,4165,127.4
arunachal-pradesh,2019,4,tirap district,16459,384.68
arunachal-pradesh,2019,4,papum pare district,143272,3788.38
arunachal-pradesh,2019,4,kurung kumey district,1343,45.27
arunachal-pradesh,2019,4,anjaw district,5417,118.88
arunachal-pradesh,2019,4,siang district,4756,88.34
arunachal-pradesh,2019,4,lower siang district,6628,119.86
arunachal-pradesh,2019,4,kra daadi district,2830,78.05
arunachal-pradesh,2019,4,changlang district,33963,718.75
arunachal-pradesh,2019,4,pakke kessang district,1194,22.88
arunachal-pradesh,2019,4,dibang valley district,267,12.4
arunachal-pradesh,2019,4,west kameng district,66740,1982.06
arunachal-pradesh,2019,4,shi yomi district,232,1.71
arunachal-pradesh,2019,4,east siang district,26605,720.75
arunachal-pradesh,2019,4,upper subansiri district,9285,283.2
arunachal-pradesh,2019,4,east kameng district,5646,194.09
arunachal-pradesh,2019,4,lohit district,29281,675.02
arunachal-pradesh,2019,4,lepa rada district,4245,88.89
arunachal-pradesh,2019,4,tawang district,30077,919.49
arunachal-pradesh,2019,4,namsai district,18290,325.01
arunachal-pradesh,2020,1,lower dibang valley district,14400,295.53
arunachal-pradesh,2020,1,lower subansiri district,15770,342.73
arunachal-pradesh,2020,1,longding district,13240,352.67
arunachal-pradesh,2020,1,west siang district,19728,479.29
arunachal-pradesh,2020,1,kamle district,1434,34.19
arunachal-pradesh,2020,1,upper siang district,7055,178.21
arunachal-pradesh,2020,1,tirap district,18369,408.78
arunachal-pradesh,2020,1,papum pare district,180373,4574.31
arunachal-pradesh,2020,1,kurung kumey district,2294,59.43
arunachal-pradesh,2020,1,anjaw district,5025,128.09
arunachal-pradesh,2020,1,siang district,5136,119.62
arunachal-pradesh,2020,1,lower siang district,8047,155.2
arunachal-pradesh,2020,1,kra daadi district,3407,100.45
arunachal-pradesh,2020,1,changlang district,43858,934.61
arunachal-pradesh,2020,1,pakke kessang district,2044,34.26
arunachal-pradesh,2020,1,dibang valley district,397,8.79
arunachal-pradesh,2020,1,west kameng district,75363,1987.12
arunachal-pradesh,2020,1,shi yomi district,117,5.66
arunachal-pradesh,2020,1,east siang district,33743,820.12
arunachal-pradesh,2020,1,upper subansiri district,12313,336.87
arunachal-pradesh,2020,1,east kameng district,7379,204.56
arunachal-pradesh,2020,1,lohit district,36985,837.01
arunachal-pradesh,2020,1,lepa rada district,5721,111.38
arunachal-pradesh,2020,1,tawang district,31865,844.25
arunachal-pradesh,2020,1,namsai district,23112,464.45
arunachal-pradesh,2020,2,lower dibang valley district,26234,423.6
arunachal-pradesh,2020,2,lower subansiri district,25703,461.33
arunachal-pradesh,2020,2,longding district,20664,546.78
arunachal-pradesh,2020,2,west siang district,32777,727.9
arunachal-pradesh,2020,2,kamle district,2397,41.26
arunachal-pradesh,2020,2,upper siang district,10899,280.48
arunachal-pradesh,2020,2,tirap district,28830,634.97
arunachal-pradesh,2020,2,papum pare district,221728,5350.86
arunachal-pradesh,2020,2,kurung kumey district,3847,113.6
arunachal-pradesh,2020,2,anjaw district,7617,187.95
arunachal-pradesh,2020,2,siang district,9827,185.86
arunachal-pradesh,2020,2,lower siang district,13321,235.71
arunachal-pradesh,2020,2,kra daadi district,5264,157.31
arunachal-pradesh,2020,2,changlang district,69279,1285.72
arunachal-pradesh,2020,2,pakke kessang district,3558,46.35
arunachal-pradesh,2020,2,dibang valley district,966,25.6
arunachal-pradesh,2020,2,west kameng district,95421,2513.96
arunachal-pradesh,2020,2,shi yomi district,302,12.23
arunachal-pradesh,2020,2,east siang district,55680,1126.94
arunachal-pradesh,2020,2,upper subansiri district,18056,431.41
arunachal-pradesh,2020,2,east kameng district,11791,405.06
arunachal-pradesh,2020,2,lohit district,56541,1147.31
arunachal-pradesh,2020,2,lepa rada district,8601,160.65
arunachal-pradesh,2020,2,tawang district,44499,1215.62
arunachal-pradesh,2020,2,namsai district,34972,548.71
arunachal-pradesh,2020,3,lower dibang valley district,27655,634.69
arunachal-pradesh,2020,3,lower subansiri district,26596,597.07
arunachal-pradesh,2020,3,longding district,21445,632.73
arunachal-pradesh,2020,3,west siang district,34295,924.5
arunachal-pradesh,2020,3,kamle district,2618,53.01
arunachal-pradesh,2020,3,upper siang district,12707,402.11
arunachal-pradesh,2020,3,tirap district,30046,815.4
arunachal-pradesh,2020,3,papum pare district,298350,8593.74
arunachal-pradesh,2020,3,kurung kumey district,4391,138.65
arunachal-pradesh,2020,3,anjaw district,9751,315.25
arunachal-pradesh,2020,3,siang district,10489,212.36
arunachal-pradesh,2020,3,lower siang district,12456,287.55
arunachal-pradesh,2020,3,kra daadi district,5676,161.81
arunachal-pradesh,2020,3,changlang district,73842,1591.58
arunachal-pradesh,2020,3,pakke kessang district,3469,63.02
arunachal-pradesh,2020,3,dibang valley district,899,30.61
arunachal-pradesh,2020,3,west kameng district,111029,3328.12
arunachal-pradesh,2020,3,shi yomi district,521,34.1
arunachal-pradesh,2020,3,east siang district,69710,1763.24
arunachal-pradesh,2020,3,upper subansiri district,24387,708.11
arunachal-pradesh,2020,3,east kameng district,13421,438.81
arunachal-pradesh,2020,3,lohit district,65889,1565.24
arunachal-pradesh,2020,3,lepa rada district,10150,221.46
arunachal-pradesh,2020,3,tawang district,56016,1821.38
arunachal-pradesh,2020,3,namsai district,37019,764.85
arunachal-pradesh,2020,4,lower dibang valley district,33455,819.29
arunachal-pradesh,2020,4,lower subansiri district,31411,976.81
arunachal-pradesh,2020,4,longding district,26089,748.91
arunachal-pradesh,2020,4,west siang district,45207,1251.18
arunachal-pradesh,2020,4,kamle district,3611,100.01
arunachal-pradesh,2020,4,upper siang district,19943,781.47
arunachal-pradesh,2020,4,tirap district,36124,1047.1
arunachal-pradesh,2020,4,papum pare district,390528,12059.18
arunachal-pradesh,2020,4,kurung kumey district,4581,171.34
arunachal-pradesh,2020,4,anjaw district,17228,493.19
arunachal-pradesh,2020,4,siang district,12962,326.19
arunachal-pradesh,2020,4,lower siang district,14782,338.92
arunachal-pradesh,2020,4,kra daadi district,7619,304.59
arunachal-pradesh,2020,4,changlang district,84852,2043.68
arunachal-pradesh,2020,4,pakke kessang district,3064,75.04
arunachal-pradesh,2020,4,dibang valley district,1705,67.5
arunachal-pradesh,2020,4,west kameng district,129575,3904.36
arunachal-pradesh,2020,4,shi yomi district,1103,66.27
arunachal-pradesh,2020,4,east siang district,88632,2505.15
arunachal-pradesh,2020,4,upper subansiri district,31426,1094.06
arunachal-pradesh,2020,4,east kameng district,16340,641.05
arunachal-pradesh,2020,4,lohit district,80530,1969.98
arunachal-pradesh,2020,4,lepa rada district,14338,393.4
arunachal-pradesh,2020,4,tawang district,67262,2404.82
arunachal-pradesh,2020,4,namsai district,46762,1119.17
arunachal-pradesh,2021,1,lower dibang valley district,32427,907.09
arunachal-pradesh,2021,1,lower subansiri district,29916,1065.91
arunachal-pradesh,2021,1,longding district,23962,755.73
arunachal-pradesh,2021,1,west siang district,42575,1387.01
arunachal-pradesh,2021,1,kamle district,3092,110.24
arunachal-pradesh,2021,1,upper siang district,21312,730.26
arunachal-pradesh,2021,1,tirap district,32043,1105.94
arunachal-pradesh,2021,1,papum pare district,419891,13887.23
arunachal-pradesh,2021,1,kurung kumey district,4962,224.84
arunachal-pradesh,2021,1,anjaw district,12823,388.45
arunachal-pradesh,2021,1,siang district,13679,426.44
arunachal-pradesh,2021,1,lower siang district,13231,379.29
arunachal-pradesh,2021,1,kra daadi district,6393,243.27
arunachal-pradesh,2021,1,changlang district,78849,2201.68
arunachal-pradesh,2021,1,pakke kessang district,3563,81.47
arunachal-pradesh,2021,1,dibang valley district,1930,79.5
arunachal-pradesh,2021,1,west kameng district,120906,3847.35
arunachal-pradesh,2021,1,shi yomi district,1251,69.06
arunachal-pradesh,2021,1,east siang district,82357,2539.88
arunachal-pradesh,2021,1,upper subansiri district,28053,1169.73
arunachal-pradesh,2021,1,east kameng district,16281,779.16
arunachal-pradesh,2021,1,lohit district,72380,1985.35
arunachal-pradesh,2021,1,lepa rada district,15690,527.95
arunachal-pradesh,2021,1,tawang district,54137,2078.59
arunachal-pradesh,2021,1,namsai district,45753,1166.38
arunachal-pradesh,2021,2,lower dibang valley district,42091,1055.52
arunachal-pradesh,2021,2,lower subansiri district,40081,1207.17
arunachal-pradesh,2021,2,longding district,31640,965.67
arunachal-pradesh,2021,2,west siang district,59341,1807.0
arunachal-pradesh,2021,2,kamle district,5476,173.45
arunachal-pradesh,2021,2,upper siang district,25971,894.55
arunachal-pradesh,2021,2,tirap district,46320,1445.49
arunachal-pradesh,2021,2,papum pare district,552953,15010.63
arunachal-pradesh,2021,2,kurung kumey district,6623,273.97
arunachal-pradesh,2021,2,anjaw district,15311,434.76
arunachal-pradesh,2021,2,siang district,17032,526.87
arunachal-pradesh,2021,2,lower siang district,17401,454.99
arunachal-pradesh,2021,2,kra daadi district,8758,359.98
arunachal-pradesh,2021,2,changlang district,105461,2640.32
arunachal-pradesh,2021,2,pakke kessang district,4424,130.97
arunachal-pradesh,2021,2,dibang valley district,1995,94.66
arunachal-pradesh,2021,2,west kameng district,164866,4826.27
arunachal-pradesh,2021,2,shi yomi district,2135,121.67
