State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
gujarat,2020,4,Peer-to-peer payments,29967258,1167432.3
gujarat,2020,4,Merchant payments,28430460,208443.21
gujarat,2020,4,Recharge & bill payments,18943669,104419.82
gujarat,2020,4,Financial Services,113371,1200.57
gujarat,2020,4,Others,373789,2434.7
gujarat,2021,1,Peer-to-peer payments,36427493,1448189.68
gujarat,2021,1,Merchant payments,35815382,265126.44
gujarat,2021,1,Recharge & bill payments,22088838,119961.15
gujarat,2021,1,Financial Services,126380,1376.12
gujarat,2021,1,Others,316472,2354.41
gujarat,2021,2,Merchant payments,42593432,335423.05
gujarat,2021,2,Peer-to-peer payments,41642387,1624835.68
gujarat,2021,2,Recharge & bill payments,27127405,137507.83
gujarat,2021,2,Financial Services,128647,1361.2
gujarat,2021,2,Others,349525,2492.78
gujarat,2021,3,Merchant payments,62934471,481975.8
gujarat,2021,3,Peer-to-peer payments,56134212,2080133.27
gujarat,2021,3,Recharge & bill payments,29580901,159459.97
gujarat,2021,3,Financial Services,125167,1633.04
gujarat,2021,3,Others,473656,3044.18
gujarat,2021,4,Merchant payments,84846502,687179.33
gujarat,2021,4,Peer-to-peer payments,67301686,2543387.41
gujarat,2021,4,Recharge & bill payments,30072479,187390.34
gujarat,2021,4,Financial Services,175393,2092.15
gujarat,2021,4,Others,591265,3776.57
gujarat,2022,1,Merchant payments,101648378,795634.12
gujarat,2022,1,Peer-to-peer payments,77768758,2924392.75
gujarat,2022,1,Recharge & bill payments,30473298,200420.66
gujarat,2022,1,Financial Services,160423,1870.78
gujarat,2022,1,Others,496289,3162.61
gujarat,2022,2,Merchant payments,131610193,955856.23
gujarat,2022,2,Peer-to-peer payments,86423696,3269457.8
gujarat,2022,2,Recharge & bill payments,33424931,238449.33
gujarat,2022,2,Financial Services,125180,1426.85
gujarat,2022,2,Others,468796,2789.79
gujarat,2022,3,Merchant payments,161264265,1090187.64
gujarat,2022,3,Peer-to-peer payments,103034790,3593380.45
gujarat,2022,3,Recharge & bill payments,38383683,286490.4
gujarat,2022,3,Financial Services,152053,1621.74
gujarat,2022,3,Others,404941,2694.79
gujarat,2022,4,Merchant payments,186533503,1255852.15
gujarat,2022,4,Peer-to-peer payments,114868478,4110533.64
gujarat,2022,4,Recharge & bill payments,39167297,307899.27
gujarat,2022,4,Financial Services,179101,1943.14
gujarat,2022,4,Others,407639,2954.84
gujarat,2023,1,Merchant payments,199359623,1234215.54
gujarat,2023,1,Peer-to-peer payments,120907384,4363379.23
gujarat,2023,1,Recharge & bill payments,41649002,375707.33
gujarat,2023,1,Financial Services,180163,2002.79
gujarat,2023,1,Others,415154,2956.99
gujarat,2023,2,Merchant payments,239396654,1352567.38
gujarat,2023,2,Peer-to-peer payments,132035120,4701509.07
gujarat,2023,2,Recharge & bill payments,44902296,395060.74
gujarat,2023,2,Financial Services,191053,2251.04
gujarat,2023,2,Others,397430,2683.86
gujarat,2023,3,Merchant payments,279651861,1555972.05
gujarat,2023,3,Peer-to-peer payments,151754885,5082369.31
gujarat,2023,3,Recharge & bill payments,47284770,433428.55
gujarat,2023,3,Financial Services,246300,3113.78
gujarat,2023,3,Others,365774,2486.68
gujarat,2023,4,Merchant payments,319459808,1795600.05
gujarat,2023,4,Peer-to-peer payments,166959749,5671359.68
gujarat,2023,4,Recharge & bill payments,47046378,477868.51
gujarat,2023,4,Financial Services,271611,3497.28
gujarat,2023,4,Others,378032,2546.48
gujarat,2024,1,Merchant payments,366409312,2016825.34
gujarat,2024,1,Peer-to-peer payments,187792836,6184537.5
gujarat,2024,1,Recharge & bill payments,51744007,508136.59
gujarat,2024,1,Financial Services,273979,3982.55
gujarat,2024,1,Others,356537,2712.67
gujarat,2024,2,Merchant payments,437221639,2224495.04
gujarat,2024,2,Peer-to-peer payments,199501081,6381631.02
gujarat,2024,2,Recharge & bill payments,52968092,491789.09
gujarat,2024,2,Financial Services,320563,4597.45
gujarat,2024,2,Others,383778,3737.87
haryana,2018,1,Recharge & bill payments,2368002,5355.79
haryana,2018,1,Peer-to-peer payments,1607193,58148.08
haryana,2018,1,Merchant payments,167816,1735.14
haryana,2018,1,Financial Services,128636,275.01
haryana,2018,1,Others,209123,2421.11
haryana,2018,2,Recharge & bill payments,3054284,9848.97
haryana,2018,2,Peer-to-peer payments,2388953,97459.25
haryana,2018,2,Merchant payments,369916,3341.18
haryana,2018,2,Financial Services,167570,381.46
haryana,2018,2,Others,170208,2173.28
haryana,2018,3,Peer-to-peer payments,3753981,144294.54
haryana,2018,3,Recharge & bill payments,3203386,13104.68
haryana,2018,3,Merchant payments,1003057,4273.88
haryana,2018,3,Financial Services,100452,173.24
haryana,2018,3,Others,201148,1905.06
haryana,2018,4,Peer-to-peer payments,5905032,224169.2
haryana,2018,4,Recharge & bill payments,4116262,16710.41
haryana,2018,4,Merchant payments,2413446,10134.07
haryana,2018,4,Financial Services,120711,222.53
haryana,2018,4,Others,394732,2672.56
haryana,2019,1,Peer-to-peer payments,12622225,302835.79
haryana,2019,1,Recharge & bill payments,5576577,22020.62
haryana,2019,1,Merchant payments,3361995,12923.76
haryana,2019,1,Financial Services,101786,152.02
haryana,2019,1,Others,473192,2584.38
haryana,2019,2,Peer-to-peer payments,10387562,370560.85
haryana,2019,2,Recharge & bill payments,5902923,28387.24
haryana,2019,2,Merchant payments,5738283,22929.02
haryana,2019,2,Financial Services,57488,120.8
haryana,2019,2,Others,655560,3017.49
haryana,2019,3,Peer-to-peer payments,11775288,437382.9
haryana,2019,3,Merchant payments,9386779,36156.37
haryana,2019,3,Recharge & bill payments,8289987,48170.99
haryana,2019,3,Financial Services,61503,167.15
haryana,2019,3,Others,829974,3013.79
haryana,2019,4,Peer-to-peer payments,15729819,582420.27
haryana,2019,4,Merchant payments,11615667,52537.8
haryana,2019,4,Recharge & bill payments,9648003,56373.59
haryana,2019,4,Financial Services,41688,137.56
haryana,2019,4,Others,790808,2127.98
haryana,2020,1,Peer-to-peer payments,17728235,683672.46
haryana,2020,1,Merchant payments,14327020,70751.97
haryana,2020,1,Recharge & bill payments,11346112,63316.82
haryana,2020,1,Financial Services,34488,252.67
haryana,2020,1,Others,600232,1768.24
haryana,2020,2,Peer-to-peer payments,17334369,666454.93
haryana,2020,2,Recharge & bill payments,12740328,65476.18
haryana,2020,2,Merchant payments,11527654,73933.94
haryana,2020,2,Financial Services,48759,492.1
haryana,2020,2,Others,129940,755.51
haryana,2020,3,Peer-to-peer payments,24123449,887963.56
haryana,2020,3,Merchant payments,20845136,121415.61
haryana,2020,3,Recharge & bill payments,12716319,84528.03
haryana,2020,3,Financial Services,66457,808.54
haryana,2020,3,Others,186818,963.76
haryana,2020,4,Merchant payments,34063692,213823.05
haryana,2020,4,Peer-to-peer payments,33920789,1286139.33
haryana,2020,4,Recharge & bill payments,14682896,96754.71
haryana,2020,4,Financial Services,84881,1032.66
haryana,2020,4,Others,419181,2235.29
haryana,2021,1,Merchant payments,39363588,233891.0
haryana,2021,1,Peer-to-peer payments,36764622,1359706.37
haryana,2021,1,Recharge & bill payments,13680353,92603.47
haryana,2021,1,Financial Services,79784,996.73
haryana,2021,1,Others,364437,2185.44
haryana,2021,2,Merchant payments,45335533,291190.78
haryana,2021,2,Peer-to-peer payments,44086559,1610736.85
haryana,2021,2,Recharge & bill payments,15861047,98394.97
haryana,2021,2,Financial Services,85821,972.38
haryana,2021,2,Others,311896,2278.56
haryana,2021,3,Merchant payments,66885213,401909.23
haryana,2021,3,Peer-to-peer payments,55929958,1885486.78
haryana,2021,3,Recharge & bill payments,17087955,116814.57
haryana,2021,3,Financial Services,77496,1165.92
haryana,2021,3,Others,479071,2894.41
haryana,2021,4,Merchant payments,84993587,563251.03
haryana,2021,4,Peer-to-peer payments,66548306,2386389.94
haryana,2021,4,Recharge & bill payments,17632752,138172.59
haryana,2021,4,Financial Services,105050,1514.21
haryana,2021,4,Others,407280,3078.23
haryana,2022,1,Merchant payments,98346418,625657.28
haryana,2022,1,Peer-to-peer payments,74499889,2635472.41
haryana,2022,1,Recharge & bill payments,18494827,147653.51
haryana,2022,1,Financial Services,107240,1465.86
haryana,2022,1,Others,540235,2791.37
haryana,2022,2,Merchant payments,130033573,769263.47
haryana,2022,2,Peer-to-peer payments,84219451,3005047.97
haryana,2022,2,Recharge & bill payments,20011709,174573.32
haryana,2022,2,Financial Services,89805,1206.1
haryana,2022,2,Others,345424,2249.49
haryana,2022,3,Merchant payments,151278013,870637.37
haryana,2022,3,Peer-to-peer payments,95071203,3193745.69
haryana,2022,3,Recharge & bill payments,22592966,212479.84
haryana,2022,3,Financial Services,111032,1449.37
haryana,2022,3,Others,308596,2232.68
haryana,2022,4,Merchant payments,169685872,1029181.6
haryana,2022,4,Peer-to-peer payments,102993798,3645142.04
haryana,2022,4,Recharge & bill payments,23545059,226660.85
haryana,2022,4,Financial Services,118488,1524.88
haryana,2022,4,Others,305148,2397.23
haryana,2023,1,Merchant payments,220693824,1142480.76
haryana,2023,1,Peer-to-peer payments,128879993,4434248.21
haryana,2023,1,Recharge & bill payments,31210728,329783.7
haryana,2023,1,Financial Services,158036,2176.16
haryana,2023,1,Others,375883,2817.42
haryana,2023,2,Merchant payments,275974807,1301337.52
haryana,2023,2,Peer-to-peer payments,147382711,4958349.29
haryana,2023,2,Recharge & bill payments,33655091,352626.52
haryana,2023,2,Financial Services,172309,2591.63
haryana,2023,2,Others,351272,2516.33
haryana,2023,3,Merchant payments,310148821,1409174.18
haryana,2023,3,Peer-to-peer payments,156760079,4985559.93
haryana,2023,3,Recharge & bill payments,34105227,374903.87
haryana,2023,3,Financial Services,198713,3046.19
haryana,2023,3,Others,306638,2235.64
haryana,2023,4,Merchant payments,343440148,1676956.32
haryana,2023,4,Peer-to-peer payments,175429519,5714668.09
haryana,2023,4,Recharge & bill payments,35320482,425143.31
haryana,2023,4,Financial Services,238826,3713.56
haryana,2023,4,Others,319258,2223.57
haryana,2024,1,Merchant payments,376661558,1779874.62
haryana,2024,1,Peer-to-peer payments,187967904,5837358.62
haryana,2024,1,Recharge & bill payments,39068051,442951.76
haryana,2024,1,Financial Services,256222,4773.36
haryana,2024,1,Others,339765,2923.83
haryana,2024,2,Merchant payments,482530215,2113962.05
haryana,2024,2,Peer-to-peer payments,214457734,6474115.28
haryana,2024,2,Recharge & bill payments,40862353,455817.79
haryana,2024,2,Financial Services,304547,6007.49
haryana,2024,2,Others,399076,4543.35
himachal-pradesh,2018,1,Recharge & bill payments,284371,498.71
himachal-pradesh,2018,1,Peer-to-peer payments,154572,5462.22
himachal-pradesh,2018,1,Merchant payments,13241,138.51
himachal-pradesh,2018,1,Financial Services,8955,20.41
himachal-pradesh,2018,1,Others,20779,167.53
himachal-pradesh,2018,2,Recharge & bill payments,385642,837.14
himachal-pradesh,2018,2,Peer-to-peer payments,243436,10437.03
himachal-pradesh,2018,2,Merchant payments,27851,319.61
himachal-pradesh,2018,2,Financial Services,11330,41.09
himachal-pradesh,2018,2,Others,19436,196.82
himachal-pradesh,2018,3,Recharge & bill payments,457449,1084.56
himachal-pradesh,2018,3,Peer-to-peer payments,362755,15965.71
himachal-pradesh,2018,3,Merchant payments,40675,311.68
himachal-pradesh,2018,3,Financial Services,8182,15.52
himachal-pradesh,2018,3,Others,17693,162.94
himachal-pradesh,2018,4,Recharge & bill payments,598325,1430.31
himachal-pradesh,2018,4,Peer-to-peer payments,590518,23672.29
himachal-pradesh,2018,4,Merchant payments,86963,875.76
himachal-pradesh,2018,4,Financial Services,11834,22.83
himachal-pradesh,2018,4,Others,20243,211.8
himachal-pradesh,2019,1,Peer-to-peer payments,1178280,30662.34
himachal-pradesh,2019,1,Recharge & bill payments,844570,2095.22
himachal-pradesh,2019,1,Merchant payments,115553,866.25
himachal-pradesh,2019,1,Financial Services,9585,14.24
himachal-pradesh,2019,1,Others,20730,176.77
himachal-pradesh,2019,2,Peer-to-peer payments,1141873,44280.08
himachal-pradesh,2019,2,Recharge & bill payments,1076793,2798.65
himachal-pradesh,2019,2,Merchant payments,248517,1410.89
himachal-pradesh,2019,2,Financial Services,5013,14.54
himachal-pradesh,2019,2,Others,30110,254.69
himachal-pradesh,2019,3,Recharge & bill payments,1212659,3275.7
himachal-pradesh,2019,3,Peer-to-peer payments,1181680,50392.77
himachal-pradesh,2019,3,Merchant payments,312575,1827.46
himachal-pradesh,2019,3,Financial Services,3096,17.76
himachal-pradesh,2019,3,Others,25170,206.5
himachal-pradesh,2019,4,Peer-to-peer payments,1579582,65338.55
himachal-pradesh,2019,4,Recharge & bill payments,1442940,4026.19
himachal-pradesh,2019,4,Merchant payments,467309,3149.65
himachal-pradesh,2019,4,Financial Services,4576,17.7
himachal-pradesh,2019,4,Others,22239,179.54
himachal-pradesh,2020,1,Recharge & bill payments,1815157,5423.57
himachal-pradesh,2020,1,Peer-to-peer payments,1594806,64318.27
himachal-pradesh,2020,1,Merchant payments,711018,4274.97
himachal-pradesh,2020,1,Financial Services,4711,31.72
himachal-pradesh,2020,1,Others,18788,146.14
himachal-pradesh,2020,2,Recharge & bill payments,2558935,8022.31
himachal-pradesh,2020,2,Peer-to-peer payments,1544488,67384.88
himachal-pradesh,2020,2,Merchant payments,570031,4791.66
himachal-pradesh,2020,2,Financial Services,7634,73.6
himachal-pradesh,2020,2,Others,14642,96.6
himachal-pradesh,2020,3,Recharge & bill payments,2416395,8345.68
himachal-pradesh,2020,3,Peer-to-peer payments,1954492,88065.87
himachal-pradesh,2020,3,Merchant payments,1090445,8515.39
himachal-pradesh,2020,3,Financial Services,9543,113.91
himachal-pradesh,2020,3,Others,19001,119.69
himachal-pradesh,2020,4,Recharge & bill payments,2638030,9363.06
himachal-pradesh,2020,4,Peer-to-peer payments,2594659,114262.69
himachal-pradesh,2020,4,Merchant payments,2001259,15894.33
himachal-pradesh,2020,4,Financial Services,11353,155.34
himachal-pradesh,2020,4,Others,27027,215.11
himachal-pradesh,2021,1,Peer-to-peer payments,2845733,113580.79
himachal-pradesh,2021,1,Recharge & bill payments,2547359,9489.29
himachal-pradesh,2021,1,Merchant payments,2186946,17782.2
himachal-pradesh,2021,1,Financial Services,12561,165.54
himachal-pradesh,2021,1,Others,21430,187.65
himachal-pradesh,2021,2,Peer-to-peer payments,3340531,130355.44
himachal-pradesh,2021,2,Recharge & bill payments,3216602,10457.9
himachal-pradesh,2021,2,Merchant payments,2883209,23780.84
himachal-pradesh,2021,2,Financial Services,14642,164.28
himachal-pradesh,2021,2,Others,28918,197.88
himachal-pradesh,2021,3,Peer-to-peer payments,4455153,165603.84
himachal-pradesh,2021,3,Merchant payments,4198808,35244.35
himachal-pradesh,2021,3,Recharge & bill payments,3359406,11788.03
himachal-pradesh,2021,3,Financial Services,14497,228.06
himachal-pradesh,2021,3,Others,36303,238.35
himachal-pradesh,2021,4,Merchant payments,6062931,52286.13
himachal-pradesh,2021,4,Peer-to-peer payments,5323397,195683.94
himachal-pradesh,2021,4,Recharge & bill payments,3211367,12788.24
himachal-pradesh,2021,4,Financial Services,18198,248.1
himachal-pradesh,2021,4,Others,50971,355.79
himachal-pradesh,2022,1,Merchant payments,7030946,55589.06
himachal-pradesh,2022,1,Peer-to-peer payments,5718936,194732.77
himachal-pradesh,2022,1,Recharge & bill payments,3271665,14299.61
himachal-pradesh,2022,1,Financial Services,19314,244.42
himachal-pradesh,2022,1,Others,47319,318.62
himachal-pradesh,2022,2,Merchant payments,10591420,76973.99
himachal-pradesh,2022,2,Peer-to-peer payments,7109948,244076.68
himachal-pradesh,2022,2,Recharge & bill payments,3520538,15531.55
himachal-pradesh,2022,2,Financial Services,16901,206.27
himachal-pradesh,2022,2,Others,52564,302.58
himachal-pradesh,2022,3,Merchant payments,12686960,85112.66
himachal-pradesh,2022,3,Peer-to-peer payments,8330778,270396.59
himachal-pradesh,2022,3,Recharge & bill payments,4083168,17804.06
himachal-pradesh,2022,3,Financial Services,21293,226.87
himachal-pradesh,2022,3,Others,42669,267.65
himachal-pradesh,2022,4,Merchant payments,15297492,102802.96
himachal-pradesh,2022,4,Peer-to-peer payments,9284824,296293.46
himachal-pradesh,2022,4,Recharge & bill payments,3907023,18105.39
himachal-pradesh,2022,4,Financial Services,24342,317.75
himachal-pradesh,2022,4,Others,41455,273.87
himachal-pradesh,2023,1,Merchant payments,14694013,90231.36
himachal-pradesh,2023,1,Peer-to-peer payments,8637695,267094.51
himachal-pradesh,2023,1,Recharge & bill payments,3901516,19502.51
himachal-pradesh,2023,1,Financial Services,25722,307.58
himachal-pradesh,2023,1,Others,42780,273.51
himachal-pradesh,2023,2,Merchant payments,19954117,116430.11
himachal-pradesh,2023,2,Peer-to-peer payments,10781507,330080.89
himachal-pradesh,2023,2,Recharge & bill payments,4247339,21590.53
himachal-pradesh,2023,2,Financial Services,27709,346.9
himachal-pradesh,2023,2,Others,50923,302.21
himachal-pradesh,2023,3,Merchant payments,19233611,105590.11
himachal-pradesh,2023,3,Peer-to-peer payments,9983786,292396.94
himachal-pradesh,2023,3,Recharge & bill payments,4046932,19916.53
himachal-pradesh,2023,3,Financial Services,27958,419.72
himachal-pradesh,2023,3,Others,44767,222.41
himachal-pradesh,2023,4,Merchant payments,23387107,129030.37
himachal-pradesh,2023,4,Peer-to-peer payments,11365164,331580.62
himachal-pradesh,2023,4,Recharge & bill payments,3816711,21439.5
himachal-pradesh,2023,4,Financial Services,33097,519.56
himachal-pradesh,2023,4,Others,49760,232.41
himachal-pradesh,2024,1,Merchant payments,23888813,129557.8
himachal-pradesh,2024,1,Peer-to-peer payments,11704961,326458.3
himachal-pradesh,2024,1,Recharge & bill payments,3859407,22121.62
himachal-pradesh,2024,1,Financial Services,30691,489.81
himachal-pradesh,2024,1,Others,36689,214.78
himachal-pradesh,2024,2,Merchant payments,33432764,170051.43
himachal-pradesh,2024,2,Peer-to-peer payments,14843874,402682.58
himachal-pradesh,2024,2,Recharge & bill payments,4230908,24810.07
himachal-pradesh,2024,2,Financial Services,36023,619.08
himachal-pradesh,2024,2,Others,40232,334.25
jammu-&-kashmir,2018,1,Recharge & bill payments,457813,788.13
jammu-&-kashmir,2018,1,Peer-to-peer payments,353621,8616.7
jammu-&-kashmir,2018,1,Financial Services,65683,102.69
jammu-&-kashmir,2018,1,Merchant payments,28696,309.68
jammu-&-kashmir,2018,1,Others,35755,236.52
jammu-&-kashmir,2018,2,Recharge & bill payments,794502,1667.62
jammu-&-kashmir,2018,2,Peer-to-peer payments,771844,23729.62
jammu-&-kashmir,2018,2,Financial Services,112422,156.36
jammu-&-kashmir,2018,2,Merchant payments,79248,644.54
jammu-&-kashmir,2018,2,Others,38310,313.92
jammu-&-kashmir,2018,3,Peer-to-peer payments,1260453,36160.23
jammu-&-kashmir,2018,3,Recharge & bill payments,822143,2030.8
jammu-&-kashmir,2018,3,Merchant payments,140076,828.26
jammu-&-kashmir,2018,3,Financial Services,44464,63.98
jammu-&-kashmir,2018,3,Others,36825,263.74
jammu-&-kashmir,2018,4,Peer-to-peer payments,1265457,51518.3
jammu-&-kashmir,2018,4,Recharge & bill payments,970724,2544.74
jammu-&-kashmir,2018,4,Merchant payments,402303,2157.71
jammu-&-kashmir,2018,4,Financial Services,33775,60.72
jammu-&-kashmir,2018,4,Others,49051,365.74
jammu-&-kashmir,2019,1,Peer-to-peer payments,1913720,54147.1
jammu-&-kashmir,2019,1,Recharge & bill payments,1131953,3026.63
jammu-&-kashmir,2019,1,Merchant payments,452379,1992.2
jammu-&-kashmir,2019,1,Financial Services,43247,45.94
jammu-&-kashmir,2019,1,Others,43688,306.5
jammu-&-kashmir,2019,2,Peer-to-peer payments,1180781,56663.18
jammu-&-kashmir,2019,2,Recharge & bill payments,706569,2159.37
jammu-&-kashmir,2019,2,Merchant payments,353678,1889.32
jammu-&-kashmir,2019,2,Financial Services,22663,26.53
jammu-&-kashmir,2019,2,Others,32664,263.02
jammu-&-kashmir,2019,3,Peer-to-peer payments,618694,34994.25
jammu-&-kashmir,2019,3,Recharge & bill payments,318061,1119.64
jammu-&-kashmir,2019,3,Merchant payments,165115,1207.36
jammu-&-kashmir,2019,3,Financial Services,2895,6.59
jammu-&-kashmir,2019,3,Others,11761,114.46
